#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
0.0,0.0,0.0,0.0,0.0,1720.891
MARK 001
1.0,1.0,0.0,0.0,548.77747,2269.6685
