#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
0.0,1.0,0.0,0.0,571.0069,5055.289
0.0,1.0,0.0,0.0,543.9707,5599.26
0.0,1.0,0.0,0.0,605.81134,6205.0713
0.0,1.0,0.0,0.0,152.55109,6357.6226
0.0,1.0,0.0,0.0,164.8317,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
0.0,0.0,0.0,0.0,0.0,6522.454
