#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
TriggerTime,Time
ms,ms
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
0.0,740.09705
MARK 001
294.16333,1034.2604
280.46567,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
0.0,1314.7261
MARK 002
39.93924,1354.6653
281.41675,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
0.0,1636.082
MARK 003
2.71392,1638.7959
31.71036,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
0.0,1670.5062
